ID,Lieu,Epoque,Nom,Titre
02-15-08,Vaison,en l'an 578,Quinidius,évêque
02-15-09,Capoue,en l'an 695,Décorosus,Confesseur, évêque
02-15-10,Valeria,VIe siècle,Sévère,prêtre
02-15-11,Antioche,,Joseph,diacre
02-15-12,Auvergne,VIe siècle,Géorgie,Vierge
02-16-00,Rome,,Onésime,évêque
02-16-01,Camée en Campanie,,Julienne,martyre
02-16-02,Nicomédie,sous l'empereur Maximien,Julienne,martyre
02-16-03,Égypte,en l'an 309,Julien,martyr
02-16-04,Césarée en Palestine,en l'an 309,Élie, Jérémie, Isaïe, Samuel et Daniel,martyrs
02-16-05,,en l'an 309,Porphyre,serviteur
02-16-06,,en l'an 309,Séleucus,aucun
02-16-07,Arrezo en Toscane,en l'an 1276,Grégoire X,pape
02-16-08,Brescia,en l'an 350,Faustin,évêque
02-17-00,Rome,,Faustin,martyr
02-17-01,Perse,251,Polychronius,évêque
02-17-02,Concordia,303,Donat,martyr
02-17-03,Concordia,303,Secondien,martyr
02-17-04,Concordia,303,Romulus,martyr
02-17-05,Césarée, en Palestine,309,Théodule le Vieux,aucun
02-17-06,Césarée, en Palestine,,Julien le Cappadocien,martyr
02-17-07,Tervan,,Silvin,évêque
02-17-08,Irlande,milieu du VIe siècle,Fintan,prêtre
02-17-09,Florence,fin du XIIIe siècle,Alexis de' Falconieri,confesseur
02-18-00,Jérusalem,an 46 à l'an 107,Siméon,évêque
02-18-01,Ostie,an 295,Maxime,martyr
02-18-02,Ostie,an 295,Claude,martyr
02-18-03,Ostie,an 295,Praeperdigna,martyr
02-18-04,Ostie,an 295,Alexandre,martyr
02-18-05,Ostie,an 295,Cutias,martyr
02-18-06,Afrique,,Lucius,martyr
02-18-07,Afrique,,Sylvan,martyr
02-18-08,Afrique,,Rutulus,martyr
02-18-09,Afrique,,Classicus,martyr
02-18-10,Afrique,,Secundinus,martyr
02-18-11,Afrique,,Fructulus,martyr
02-18-12,Afrique,,Maximus,martyr
02-18-13,Constantinople,an 449,Flavien,évêque
02-18-14,Tolède,an 631,Hellade,évêque
02-19-00,Rome,296,Gavin,prêtre
02-19-01,Afrique,,Publius,martyr
02-19-02,Afrique,,Julien,martyr
02-19-03,Afrique,,Marcellus,martyr
02-19-04,Palestine,508,moines,moines
02-19-05,Jérusalem,304,Zambdas,évêque
02-19-06,Soli,102,Auxibius,évêque
02-19-07,Bénévent,682,Barbatus,évêque
02-19-08,Milan,700,Mansuet,évêque
02-20-00,Tyr,Dioclétien,bienheureux martyrs de Tyr,aucun
02-20-01,Tyr,Dioclétien,Tyrannio,évêque
02-20-02,Tyr,Dioclétien,Silvan,évêque
02-20-03,Tyr,Dioclétien,Pélée,évêque
02-20-04,Tyr,Dioclétien,Nilus,évêque
02-20-05,Tyr,Dioclétien,Zénobie,prêtre
02-20-06,Chypre,,Pothamius,aucun
02-20-07,Chypre,,Némésius,aucun
02-20-08,Constantinople,490,Éleuthère,patriarche
02-20-09,Perse,342,Sadoth,archevêque
02-20-10,Catane,VIIIe siècle,Léon,évêque
02-20-11,Orléans,738,Eusèbe,évêque
02-20-12,Tournai,531,Éleuthère,évêque
02-21-00,Sicile,IVe siècle,soixante-dix-neuf saints martyrs,martyrs
02-21-01,Adrumetum,IVe siècle,Vérulus, Secondin, Syricius, Félix, Servule, Saturnin, Fortunat et seize autres,martyrs
02-21-02,Béthsan,vers l'an 452,Sévérian,évêque
02-21-03,Damas,en l'an 743,Pierre Mavimeno,aucun
02-21-04,Ravenne,en l'an 556,Maximien,Confesseur
02-21-05,Metz,vers l'an 500,Félix,évêque
02-21-06,Brescia,VIIe siècle,Paterius,évêque
02-22-00,Antioche,,Pierre,apôtre
02-22-01,Hiérapolis, en Phrygie,,Papias,évêque
02-22-02,Salamine, à Chypre,,Aristion,aucun
02-22-03,Arabie,empereur Galère Maximien,saints martyrs,martyrs
02-22-04,Alexandrie,,Abilius,pape
02-22-05,Vienne,,Paschase,évêque
02-22-06,Cortone, en Toscane,1297,Marguerite,aucun
02-23-00,Faenza,988-1072,Pierre Damien,cardinal évêque
02-23-01,Sirmium,307,Sirène,moine
02-23-02,Sirmium,307,saints martyrs,martyrs
02-23-03,Rome,IVe siècle,Polycarpe,prêtre
02-23-04,Astorga,252,Marthe,Vierge
02-23-05,Constantinople,860,Lazare,moine
02-23-06,Brescia,652,Félix,évêque
02-23-07,Séville,485,Florent,Confesseur
02-23-08,Todi,324,Romane,Vierge
02-23-09,Angleterre,VIIe siècle,Milburge,Vierge
02-24-00,Judée,,Matthias,apôtre
02-24-01,Rome,,Primitiva,martyr
02-24-02,Césarée, en Cappadoce,304,Serge,martyr
