ID,Lieu,Epoque,Nom,Titre
04-06-07,Rome,années 422-432,Célestin I,Pape
04-06-08,Irlande,an 1128,Kelly,Archevêque
04-06-09,Danemark,né en 1105, mort en 1202,Guillaume,Abbé
04-07-00,Rouen,1719,Jean-Baptiste de la Salle,Confesseur
04-07-01,Afrique,,Épiphane,Évêque
04-07-02,Afrique,,Donat,martyr
04-07-03,Afrique,,Rufin,martyr
04-07-04,Sinope,310,deux cents saints martyrs,martyrs
04-07-05,Sotie,304,Calliopius,martyr
04-07-06,Nicomédie,,Cyriaque,martyrs
04-07-07,Alexandrie,,Peleusius,Prêtre
04-07-08,Rome,157,Hégésippe,aucun
04-07-09,Vérone,quatrième siècle,Saturnin,Évêque
04-07-10,Syrie,Valens,Aphraate,Ermite
04-08-00,Alexandrie,l'empereur Maximien Galère,Édèse,saint martyr
04-08-01,Afrique,,Janvier,saint martyr
04-08-02,Afrique,,Maxime,saint martyr
04-08-03,Afrique,,Macaire,saint martyr
04-08-04,Carthage,,Concessa,saint martyr
04-08-05,,,Hérodion,saint
04-08-06,,,Asynkritos,saint
04-08-07,,,Phlégon,saint
04-08-08,Corinthe,l'époque des empereurs Marc Aurèle et Commode,Denis,Évêque
04-08-09,Tours,l'an 494,Perpétue,Évêque
04-08-10,Fiorentino, en Campanie,l'an 586,Rédemptus,Évêque
04-08-11,Côme,vers l'an 446,Amance,Évêque
04-09-00,Antioche,,Prochore,diacre
04-09-01,Rome,,Démétrius,martyr
04-09-02,Sirmium,,vierges martyres,martyr
04-09-03,Césarée, en Cappadoce,362,Eupsychie,martyr
04-09-04,Afrique,,martyrs de Massylita,martyr
04-09-05,Diyarbakır, en Mésopotamie,cinquième siècle,Acatius,évêque
04-09-06,Rouen,730,Hugues,évêque
04-09-07,Die,sixième siècle,Marcellus,évêque
04-09-08,Judée,,Marie de Cléophas,aucun
04-09-09,Rome,1439,Monique,aucun
04-09-10,Mons, en Hainaut,686,Waudru,abbesse
04-10-00,Babylone,570 av. J.-C.,Ézéchiel,prophète
04-10-01,Rome,entre les années 101 et 109,saints martyrs,martyrs
04-10-02,Alexandrie,pendant la persécution sous l'empereur Maximien,Apollonius,prêtre
04-10-03,Alexandrie,pendant la persécution sous l'empereur Maximien,cinq autres,martyrs
04-10-04,Afrique,sous l'empereur Dèce et le préfet Fortunian,Térence,martyr
04-10-05,Afrique,sous l'empereur Dèce et le préfet Fortunian,Africanus,martyr
04-10-06,Afrique,sous l'empereur Dèce et le préfet Fortunian,Pompée,martyr
04-10-07,Afrique,sous l'empereur Dèce et le préfet Fortunian,leurs compagnons,martyrs
04-10-08,,1012,Macaire,patriarche
04-10-09,Valladolid, en Espagne,1625,Michel de Saint,confesseur
04-11-00,Rome,en l'an 461,Léon Ier,pape
04-11-01,Pergame, en Asie,Sous l'empereur Domitien,Antipas,aucun
04-11-02,Salone, en Dalmatie,,Domnion,évêque
04-11-03,Gortyne, en Crète,vers l'an 180,Philippe,évêque
04-11-04,Nicomédie,sous Dioclétien,Eustorgius,prêtre
04-11-05,Spolète,en l'an 554,Isaac,moine
04-11-06,Gaza, en Palestine,sous l'empereur Justinien,Barsanuphe,ermite
04-12-00,Vérone,époque de l'empereur Gallien,Zénon,évêque
04-12-01,Cappadoce,sous l'empereur Valens,Saba le Goth,aucun
04-12-02,Braga,vers l'an 300, sous Dioclétien,Victor,aucun
04-12-03,Fermo,,Vissia,vierge et martyre
04-12-04,Rome,en l'an 352,Jules I,pape
04-12-05,Gap,vers l'an 455,Constantin,évêque
04-12-06,Pavie,vers les années 671-710,Damien,évêque
04-13-00,Séville, en Espagne,586,Herménégild,saint martyr
04-13-01,Pergame, en Asie,251,Carpus,évêque
04-13-02,Pergame, en Asie,251,Papyle,diacre
04-13-03,Pergame, en Asie,251,Agathonique,dame
04-13-04,Pergame, en Asie,251,Agathodorus,serviteur
04-13-05,Rome,167,Justin,saint martyr
04-13-06,Dorostis, en Bulgarie,,Maximus,saint martyr
04-13-07,Dorostis, en Bulgarie,,Quintilien,saint martyr
04-13-08,Dorostis, en Bulgarie,,Dadas,saint martyr
04-13-09,Ravenne,396,Ursus,Confesseur
04-14-00,Rome,IIe siècle,Justin,philosophe
04-14-01,Rome,IIIe siècle,Tiburce,martyr
04-14-02,Rome,IIIe siècle,Valérien,martyr
04-14-03,Rome,IIIe siècle,Maxime,martyr
04-14-04,Terni,IVe siècle,Proculus,évêque
04-14-05,,IIIe siècle,Domnine,vierge
04-14-06,Alexandrie,Ve siècle,Thomais,martyre
04-14-07,,IVe siècle,Ardalion,martyr
04-14-08,Lyon,VIIe siècle,Lambert,évêque
04-14-09,Alexandrie,IIe siècle,Fronto,abbé
04-14-10,Rome,VIe siècle,Abondius,gardien
04-15-00,Rome,Néron,Basilisse,aucun
04-15-01,Rome,Néron,Anastasia,aucun
04-15-02,île de Ponza,Nerva,Maron,aucun
04-15-03,île de Ponza,Nerva,Eutychès,aucun
04-15-04,île de Ponza,Nerva,Victorin,aucun
04-15-05,île de Ponza,Nerva,Flavia Domitilla,aucun
04-15-06,Perse,Dèce,Maximus,aucun
04-15-07,Perse,Dèce,Olympias,aucun
04-15-08,Fiorentino,fin du premier siècle,Eutychius,aucun
04-15-09,Myre,,Crescens,aucun
04-15-10,Héraclée,Hadrien,Théodore,prêtre
04-15-11,Héraclée,Hadrien,Pausilippe,aucun
04-16-00,Rome,1783,Benoît Joseph Labre,Confesseur
04-16-01,Corinthe,troisième siècle,Calliste,martyr
04-16-02,Corinthe,troisième siècle,Charisius,martyr
04-16-03,Saragosse,304,Optatus,martyr
04-16-04,Saragosse,304,Lupercus,martyr
04-16-05,Saragosse,304,Successus,martyr
04-16-06,Saragosse,304,Martial,martyr
04-16-07,Saragosse,304,Urban,martyr
04-16-08,Saragosse,304,Julia,martyr
04-16-09,Saragosse,304,Quintilian,martyr
04-16-10,Saragosse,304,Publius,martyr
04-16-11,Saragosse,304,Fronto,martyr
04-16-12,Saragosse,304,Felix,martyr
04-16-13,Saragosse,304,Caecilian,martyr
04-16-14,Saragosse,304,Eventius,martyr
04-16-15,Saragosse,304,Primitivus,martyr
04-16-16,Saragosse,304,Apodemius,martyr
04-16-17,Saragosse,304,Saturnin,martyr
04-16-18,Saragosse,303,Encratide,Vierge et martyre
04-16-19,Saragosse,304,Encratide,Vierge et martyre
04-16-20,Saragosse,303,Caïus,martyr
04-16-21,Saragosse,303,Crémentius,martyr
04-16-22,Saragosse,sixième siècle,Lambert,martyr
04-16-23,Palencia,460,Turibius,évêque
04-16-24,Braga,665,Fructueux,évêque
04-16-25,Avranches,565,Patern,évêque
04-16-26,Valenciennes,1189,Drogon,Confesseur
04-16-27,Sienne,1305,Joachim,aucun
04-17-00,Rome,en l'an 175,Anicet,Pape
04-17-01,Afrique,en l'an 250,Mappalicus,aucun
04-17-02,Afrique,,Fortunatus,aucun
04-17-03,Afrique,,Marcian,aucun
04-17-04,Antioche,,Pierre,Diacre
04-17-05,Antioche,,Hermogène,aucun
04-17-06,Cordoue,en l'an 856,Élie,Prêtre
04-17-07,Cordoue,en l'an 856,Paul,moine
04-17-08,Cordoue,en l'an 856,Isidore,moine
04-17-09,Vienne,en l'an 540,Pantagathus,Évêque
04-17-10,Tortone,en l'an 351,Innocent,Évêque
04-17-11,Diocèse de Clermont,en l'an 1067,Robert,Abbé
04-18-00,Rome,sous l'empereur Commode et le préfet Pérennios,Apollonius,sénateur
04-18-01,Messine,Sous l'empereur Hadrien,Éleuthère,Évêque
04-18-02,Messine,Sous l'empereur Hadrien,Anthia,aucun
04-18-03,Messine,,Corèbe,préfet
04-18-04,Brescia,sous l'empereur Hadrien,Calocère,martyr
04-18-05,Cordoue,en 850,Parfait,Prêtre
04-18-06,Milan,en 1176,Galdin,Cardinal
04-18-07,Mont Senario, en Toscane,au XIIIe siècle,Amédée,Confesseur
04-19-00,Canterbury,,Elphège,Évêque
04-19-01,Corinthe,,Timon,diacre
04-19-02,Malathia,,Hermogène,martyr
04-19-03,Malathia,,Caïus,martyr
04-19-04,Malathia,,Expédit,martyr
04-19-05,Malathia,,Aristonic,martyr
04-19-06,Malathia,,Rufus,martyr
